flight_no,date_and_time_utc,version_booster,launch_site,payload,payload_mass,orbit,customer,launch_outcome,booster_landing,date_parsable,year,month,day,hour,rocket_type,is_future,days_since_last_launch,is_starlink,booster_reuse_count,launch_site_encoded,payload_mass_category,is_crew_mission,orbit_type_encoded,is_night_launch,cumulative_launch_count,customer_type,launch_success_rate_rolling,booster_landing_success_rate,latitude,longitude
379,9/28/2024 17:17,F9B5B1085‑2,"Cape Canaveral,Slc‑40",Crew-9(Crew Dragon C212.4Freedom),13000,Leo(Iss),Nasa(Cts),Success,Success,TRUE,2024,9,28,17,Falcon 9,FALSE,3.5527778,FALSE,0,CC_SLC40,Medium,TRUE,Low_Earth,FALSE,184,Government,1,1,28.562,-80.5772
380,10/7/2024 14:52,F9B5B1061‑23,"Cape Canaveral,Slc‑40",Hera,1108,Heliocentric,Esa,Success,No Attempt,TRUE,2024,10,7,14,Falcon 9,FALSE,8.899305,FALSE,0,CC_SLC40,Light,FALSE,Deep_Space,FALSE,185,Commercial,1,1,28.562,-80.5772
381,10/15/2024 6:10,F9B5B1080‑11,"Cape Canaveral,Slc‑40",Starlink:Group 10-10(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,10,15,6,Falcon 9,FALSE,7.6375,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,186,Internal,1,1,28.562,-80.5772
382,10/15/2024 8:21,F9B5B1071‑19,"Vandenberg,Slc‑4E",Starlink:Group 9-7(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,10,15,8,Falcon 9,FALSE,0.09097222,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,187,Internal,1,1,34.632,-120.6108
383,10/18/2024 23:31,F9B5B1076‑17,"Cape Canaveral,Slc‑40",Starlink:Group8-19(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,10,18,23,Falcon 9,FALSE,3.6319444,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,188,Internal,1,1,28.562,-80.5772
384,10/20/2024 5:13,F9B5B1082‑7,"Vandenberg,Slc‑4E",Oneweb #20(20 Satellites),2954,Polarleo,Oneweb,Success,Success,TRUE,2024,10,20,5,Falcon 9,FALSE,1.2375,FALSE,0,V_SLC4E,Light,FALSE,Low_Earth,TRUE,189,Commercial,1,1,34.632,-120.6108
385,10/23/2024 21:47,F9B5B1073‑18,"Cape Canaveral,Slc‑40",Starlink:Group 6-61(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,10,23,21,Falcon 9,FALSE,3.6902778,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,190,Internal,1,1,28.562,-80.5772
386,10/24/2024 17:13,F9B5B1063‑21,"Vandenberg,Slc‑4E",Nrol-167(~17Starshieldsatellites),16300,Leo,Nro,Success,Success,TRUE,2024,10,24,17,Falcon 9,FALSE,0.80972224,FALSE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,191,Government,1,1,34.632,-120.6108
387,10/26/2024 21:47,F9B5B1069‑19,"Cape Canaveral,Slc‑40",Starlink:Group 10-8(22Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,10,26,21,Falcon 9,FALSE,2.1902778,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,192,Internal,1,1,28.562,-80.5772
388,10/30/2024 12:07,F9B5B1075‑14,"Vandenberg,Slc‑4E",Starlink:Group 9-9(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,10,30,12,Falcon 9,FALSE,3.5972223,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,193,Internal,1,1,34.632,-120.6108
389,10/30/2024 21:10,F9B5B1078‑14,"Cape Canaveral,Slc‑40",Starlink:Group 10-13(23 Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,10,30,21,Falcon 9,FALSE,0.37708333,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,194,Internal,1,1,28.562,-80.5772
390,11/5/2024 2:29,F9B5B1083‑5,"Kennedy,Lc‑39A",Spacex Crs-31(Cargo Dragon C208.5),2762,Leo(Iss),Nasa(Crs),Success,Success,TRUE,2024,11,5,2,Falcon 9,FALSE,5.2215276,FALSE,0,K_LC39A,Light,FALSE,Low_Earth,TRUE,195,Government,1,1,28.6082,-80.6041
391,11/7/2024 20:19,F9B5B1085‑3,"Cape Canaveral,Slc‑40",Starlink:Group 6-77(23 Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,11,7,20,Falcon 9,FALSE,2.7430556,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,196,Internal,1,1,28.562,-80.5772
392,11/9/2024 6:14,F9B5B1081‑11,"Vandenberg,Slc‑4E",Starlink:Group 9-10(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,11,9,6,Falcon 9,FALSE,1.4131944,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,197,Internal,1,1,34.632,-120.6108
393,11/11/2024 17:22,F9B5B1067‑23,"Kennedy,Lc‑39A",Koreasat6A,3900,Gto,Kt Sat,Success,Success,TRUE,2024,11,11,17,Falcon 9,FALSE,2.463889,FALSE,0,K_LC39A,Light,FALSE,Geostationary,FALSE,198,Commercial,1,1,28.6082,-80.6041
394,11/11/2024 21:28,F9B5B1080‑12,"Cape Canaveral,Slc‑40",Starlink:Group 6-69(24Satellites),17500,Leo,Spacex,Success,Success,TRUE,2024,11,11,21,Falcon 9,FALSE,0.17083333,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,199,Internal,1,1,28.562,-80.5772
395,11/14/2024 5:23,F9B5B1082‑8,"Vandenberg,Slc‑4E",Starlink:Group 9-11(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,11,14,5,Falcon 9,FALSE,2.3298612,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,200,Internal,1,1,34.632,-120.6108
396,11/14/2024 13:21,F9B5B1076‑18,"Cape Canaveral,Slc‑40",Starlink:Group 6-68(24 Satellites),17500,Leo,Spacex,Success,Success,TRUE,2024,11,14,13,Falcon 9,FALSE,0.33194444,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,201,Internal,1,1,28.562,-80.5772
397,11/17/2024 22:28,F9B5B1077‑16,"Kennedy,Lc‑39A",Optus-X/Td7,4000,Gto,Optus,Success,Success,TRUE,2024,11,17,22,Falcon 9,FALSE,3.379861,FALSE,0,K_LC39A,Light,FALSE,Geostationary,FALSE,202,Commercial,1,1,28.6082,-80.6041
398,11/18/2024 5:53,F9B5B1071‑20,"Vandenberg,Slc‑4E",Starlink:Group 9-12(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,11,18,5,Falcon 9,FALSE,0.3090278,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,203,Internal,1,1,34.632,-120.6108
399,11/18/2024 18:31,F9B5B1073‑19,"Cape Canaveral,Slc‑40",Gsat-20(Gsat-N2),4700,Gto,New Space India Limiteddish Tv,Success,Success,TRUE,2024,11,18,18,Falcon 9,FALSE,0.5263889,FALSE,0,CC_SLC40,Light,FALSE,Geostationary,FALSE,204,Commercial,1,1,28.562,-80.5772
400,11/21/2024 16:07,F9B5B1069‑20,"Cape Canaveral,Slc‑40",Starlink:Group 6-66(24 Satellites),17500,Leo,Spacex,Success,Success,TRUE,2024,11,21,16,Falcon 9,FALSE,2.9,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,205,Internal,1,1,28.562,-80.5772
401,11/24/2024 5:25,F9B5B1075‑15,"Vandenberg,Slc‑4E",Starlink:Group 9-13(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,11,24,5,Falcon 9,FALSE,2.5541666,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,206,Internal,1,1,34.632,-120.6108
402,11/25/2024 10:02,F9B5B1080‑13,"Cape Canaveral,Slc‑40",Starlink:Group 12-1(23 Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,11,25,10,Falcon 9,FALSE,1.1923611,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,207,Internal,1,1,28.562,-80.5772
403,11/27/2024 4:41,F9B5B1078‑15,"Kennedy,Lc‑39A",Starlink:Group 6-76(24 Satellites),17500,Leo,Spacex,Success,Success,TRUE,2024,11,27,4,Falcon 9,FALSE,1.7770833,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,TRUE,208,Internal,1,1,28.6082,-80.6041
404,11/30/2024 5:00,F9B5B1083‑6,"Cape Canaveral,Slc‑40",Starlink:Group 6-65(24 Satellites),17500,Leo,Spacex,Success,Success,TRUE,2024,11,30,5,Falcon 9,FALSE,3.0131946,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,209,Internal,1,1,28.562,-80.5772
405,11/30/2024 8:10,F9B5B1088‑1,"Vandenberg,Slc‑4E",Nrol-126(2Starshieldsatellites) +Starlink:Group N-01(20 Satellites),16100,Leo,Nro/Spacex,Success,Success,TRUE,2024,11,30,8,Falcon 9,FALSE,0.13194445,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,210,Commercial,1,1,34.632,-120.6108
406,12/4/2024 10:13,F9B5B1067‑24,"Cape Canaveral,Slc‑40",Starlink:Group 6-70(24Satellites),17500,Leo,Spacex,Success,Success,TRUE,2024,12,4,10,Falcon 9,FALSE,4.085417,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,211,Internal,1,1,28.562,-80.5772
407,12/5/2024 3:05,F9B5B1081‑12,"Vandenberg,Slc‑4E",Starlink:Group 9-14(20Satellites),16300,Leo,Spacex,Success,Success,TRUE,2024,12,5,3,Falcon 9,FALSE,0.7027778,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,212,Internal,1,1,34.632,-120.6108
408,12/5/2024 16:10,F9B5B1076‑19,"Kennedy,Lc‑39A",Sxm-9,7000,Gto,Sirius Xm,Success,Success,TRUE,2024,12,5,16,Falcon 9,FALSE,0.5451389,FALSE,0,K_LC39A,Medium,FALSE,Geostationary,FALSE,213,Commercial,1,1,28.6082,-80.6041
409,12/8/2024 5:12,F9B5B1086‑2,"Cape Canaveral,Slc‑40",Starlink:Group 12-5(23 Satellites),17100,Leo,Spacex,Success,Success,TRUE,2024,12,8,5,Falcon 9,FALSE,2.5430555,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,214,Internal,1,1,28.562,-80.5772
410,12/13/2024 21:55,F9B5B1082‑9,"Vandenberg,Slc‑4E",Starlink:Group 11-2(22Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,12,13,21,Falcon 9,FALSE,5.696528,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,215,Internal,1,1,34.632,-120.6108
411,12/17/2024 0:52,F9B5B1085‑4,"Cape Canaveral,Slc‑40",Gps Iii-7 (Rrt-1),4350,Meo,Ussf,Success,Success,TRUE,2024,12,17,0,Falcon 9,FALSE,3.1229167,FALSE,0,CC_SLC40,Light,FALSE,Medium_Earth,TRUE,216,Government,1,1,28.562,-80.5772
412,12/17/2024 13:19,F9B5B1063‑22,"Vandenberg,Slc‑4E",Nrol-149 (22Starshieldsatellites),16300,Leo,Nro,Success,Success,TRUE,2024,12,17,13,Falcon 9,FALSE,0.51875,FALSE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,217,Government,1,1,34.632,-120.6108
413,12/17/2024 22:26,F9B5B1090‑1,"Kennedy,Lc‑39A",O3B Mpower7 & 8,3400,Meo,Ses,Success,Success,TRUE,2024,12,17,22,Falcon 9,FALSE,0.37986112,FALSE,0,K_LC39A,Light,FALSE,Medium_Earth,FALSE,218,Commercial,1,1,28.6082,-80.6041
414,12/21/2024 11:34,F9B5B1071‑21,"Vandenberg,Slc‑4E",Bandwagon-2(30 Payload Smallsat Rideshare)425 Project Flight 3,800,Leo,Variousrepublic Of Korea Armed Forces,Success,Success,TRUE,2024,12,21,11,Falcon 9,FALSE,3.5472221,FALSE,0,V_SLC4E,Light,FALSE,Low_Earth,TRUE,219,Commercial,1,1,34.632,-120.6108
415,12/23/2024 5:35,F9B5B1080‑14,"Kennedy,Lc‑39A",Starlink:Group 12-2(21 Satellites),16500,Leo,Spacex,Success,Success,TRUE,2024,12,23,5,Falcon 9,FALSE,1.7506944,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,TRUE,220,Internal,1,1,28.6082,-80.6041
416,12/29/2024 1:58,F9B5B1075‑16,"Vandenberg,Slc‑4E",Starlink:Group 11-3(22Satellites),16700,Leo,Spacex,Success,Success,TRUE,2024,12,29,1,Falcon 9,FALSE,5.8493056,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,221,Internal,1,1,34.632,-120.6108
417,12/29/2024 5:00,F9B5B1083‑7,"Cape Canaveral,Slc‑40",Astranis: From One To Many (4 Satellites),1600,Gto,Astranis,Success,Success,TRUE,2024,12,29,5,Falcon 9,FALSE,0.12638889,FALSE,0,CC_SLC40,Light,FALSE,Geostationary,TRUE,222,Commercial,1,1,28.562,-80.5772
418,12/31/2024 5:39,F9B5B1078‑16,"Kennedy,Lc‑39A",Starlink:Group 12-6(21Satellites),16500,Leo,Spacex,Success,Success,TRUE,2024,12,31,5,Falcon 9,FALSE,2.0270834,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,TRUE,223,Internal,1,1,28.6082,-80.6041
419,1/4/2025 1:27,F9B5B1073‑20,"Cape Canaveral,Slc‑40",Thuraya 4-Ngs,5000,Gto,Thuraya,Success,Success,TRUE,2025,1,4,1,Falcon 9,FALSE,3.825,FALSE,0,CC_SLC40,Light,FALSE,Geostationary,TRUE,224,Commercial,1,1,28.562,-80.5772
420,1/6/2025 20:43,F9B5B1077‑17,"Cape Canaveral,Slc‑40",Starlink:Group 6‑71(24Satellites),17500,Leo,Spacex,Success,Success,TRUE,2025,1,6,20,Falcon 9,FALSE,2.8027778,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,225,Internal,1,1,28.562,-80.5772
421,1/8/2025 15:27,F9B5B1086‑3,"Kennedy,Lc‑39A",Starlink:Group 12-11(21 Satellites),16500,Leo,Spacex,Success,Success,TRUE,2025,1,8,15,Falcon 9,FALSE,1.7805556,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,FALSE,226,Internal,1,1,28.6082,-80.6041
422,1/10/2025 3:53,F9B5B1071‑22,"Vandenberg,Slc‑4E",Nrol-153 (22Starshieldsatellites),16300,Leo,Nro,Success,Success,TRUE,2025,1,10,3,Falcon 9,FALSE,1.5180556,FALSE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,227,Government,1,1,34.632,-120.6108
423,1/10/2025 19:11,F9B5B1067‑25,"Cape Canaveral,Slc‑40",Starlink:Group 12-12(21 Satellites),16500,Leo,Spacex,Success,Success,TRUE,2025,1,10,19,Falcon 9,FALSE,0.6375,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,228,Internal,1,1,28.562,-80.5772
424,1/13/2025 16:47,F9B5B1080‑15,"Cape Canaveral,Slc‑40",Starlink:Group 12-4(21 Satellites),16500,Leo,Spacex,Success,Success,TRUE,2025,1,13,16,Falcon 9,FALSE,2.9,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,229,Internal,1,1,28.562,-80.5772
425,1/14/2025 19:09,F9B5B1088‑2,"Vandenberg,Slc‑4E",Transporter-12(131 Payload Smallsat Rideshare),2000,Sso,Various,Success,Success,TRUE,2025,1,14,19,Falcon 9,FALSE,1.0986111,FALSE,0,V_SLC4E,Light,FALSE,Low_Earth,FALSE,230,Commercial,1,1,34.632,-120.6108
426,1/15/2025 6:11,F9B5B1085‑5,"Kennedy,Lc‑39A",Blue Ghost Mission 1,2517,Tli,Firefly Aerospace& Nasa (Clps),Success,Success,TRUE,2025,1,15,6,Falcon 9,FALSE,0.45972222,FALSE,0,K_LC39A,Light,FALSE,Deep_Space,TRUE,231,Commercial,1,1,28.6082,-80.6041
427,1/21/2025 5:24,F9B5B1083‑8,"Kennedy,Lc‑39A",Starlink:Group 13-1(21 Satellites) + 2 Starshield Satellites,15300,Leo,Spacex,Success,Success,TRUE,2025,1,21,5,Falcon 9,FALSE,5.967361,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,TRUE,232,Internal,1,1,28.6082,-80.6041
428,1/21/2025 15:45,F9B5B1082‑10,"Vandenberg,Slc‑4E",Starlink:Group 11-8(27 Satellites),15500,Leo,Spacex,Success,Success,TRUE,2025,1,21,15,Falcon 9,FALSE,0.43125,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,233,Internal,1,1,34.632,-120.6108
429,1/24/2025 14:07,F9B5B1063‑23,"Vandenberg,Slc‑4E",Starlink:Group 11-6(23 Satellites),17100,Leo,Spacex,Success,Success,TRUE,2025,1,24,14,Falcon 9,FALSE,2.9319444,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,234,Internal,1,1,34.632,-120.6108
430,1/27/2025 22:05,F9B5B1076‑20,"Cape Canaveral,Slc‑40",Starlink:Group 12-7(21 Satellites),16500,Leo,Spacex,Success,Success,TRUE,2025,1,27,22,Falcon 9,FALSE,3.3319445,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,235,Internal,1,1,28.562,-80.5772
431,1/30/2025 1:34,F9B5B1073‑21,"Kennedy,Lc‑39A",Spainsat Ngi,6100,Gto,Hisdesat,Success,No Attempt,TRUE,2025,1,30,1,Falcon 9,FALSE,2.145139,FALSE,0,K_LC39A,Medium,FALSE,Geostationary,TRUE,236,Commercial,1,1,28.6082,-80.6041
432,2/1/2025 23:02,F9B5B1075‑17,"Vandenberg,Slc‑4E",Starlink:Group 11-4(22Satellites),16700,Leo,Spacex,Success,Success,TRUE,2025,2,1,23,Falcon 9,FALSE,2.8944445,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,237,Internal,1,1,34.632,-120.6108
433,2/4/2025 10:15,F9B5B1069‑21,"Cape Canaveral,Slc‑40",Starlink:Group 12-3(21 Satellites),16500,Leo,Spacex,Success,Success,TRUE,2025,2,4,10,Falcon 9,FALSE,2.4673612,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,238,Internal,1,1,28.562,-80.5772
434,2/4/2025 23:13,F9B5B1086‑4,"Kennedy,Lc‑39A",Worldview Legion5 & 6 (2 Satellites),1500,Leo,Maxar Technologies,Success,Success,TRUE,2025,2,4,23,Falcon 9,FALSE,0.5402778,FALSE,0,K_LC39A,Light,FALSE,Low_Earth,TRUE,239,Commercial,1,1,28.6082,-80.6041
435,2/8/2025 19:18,F9B5B1078‑17,"Cape Canaveral,Slc‑40",Starlink:Group 12-9(21 Satellites),16500,Leo,Spacex,Success,Success,TRUE,2025,2,8,19,Falcon 9,FALSE,3.8368056,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,240,Internal,1,1,28.562,-80.5772
436,2/11/2025 2:09,F9B5B1071‑23,"Vandenberg,Slc‑4E",Starlink:Group 11-10(23Satellites),17100,Leo,Spacex,Success,Success,TRUE,2025,2,11,2,Falcon 9,FALSE,2.2854166,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,241,Internal,1,1,34.632,-120.6108
437,2/11/2025 18:53,F9B5B1077‑18,"Cape Canaveral,Slc‑40",Starlink:Group 12-18(21 Satellites),16500,Leo,Spacex,Success,Success,TRUE,2025,2,11,18,Falcon 9,FALSE,0.69722223,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,242,Internal,1,1,28.562,-80.5772
438,2/15/2025 6:14,F9B5B1067‑26,"Cape Canaveral,Slc‑40",Starlink:Group 12-8(21 Satellites),16500,Leo,Spacex,Success,Success,TRUE,2025,2,15,6,Falcon 9,FALSE,3.4729166,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,243,Internal,1,1,28.562,-80.5772
439,2/18/2025 23:21,F9B5B1080‑16,"Cape Canaveral,Slc‑40",Starlink:Group 10-12(23 Satellites),17100,Leo,Spacex,Success,Success,TRUE,2025,2,18,23,Falcon 9,FALSE,3.7131944,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,244,Internal,1,1,28.562,-80.5772
440,2/21/2025 15:19,F9B5B1076‑21,"Cape Canaveral,Slc‑40",Starlink:Group 12-14(23 Satellites),17100,Leo,Spacex,Success,Success,TRUE,2025,2,21,15,Falcon 9,FALSE,2.6652777,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,245,Internal,1,1,28.562,-80.5772
441,2/23/2025 1:38,F9B5B1082‑11,"Vandenberg,Slc‑4E",Starlink:Group 15-1(22 Satellites),16800,Leo,Spacex,Success,Success,TRUE,2025,2,23,1,Falcon 9,FALSE,1.4298611,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,246,Internal,1,1,34.632,-120.6108
442,2/27/2025 0:16,F9B5B1083‑9,"Kennedy,Lc‑39A","Im-2Nova-C""Athena"" Lunar Landerlunar Trailblazerbrokkr-2Odinchimera-1Tbd",16300,Tli,Nasa(Clps)Intuitive Machinesastroforgeepic Aerospacetbd,Success,Success,TRUE,2025,2,27,0,Falcon 9,FALSE,3.9430556,FALSE,0,K_LC39A,Heavy,FALSE,Deep_Space,TRUE,247,Commercial,1,1,28.6082,-80.6041
443,2/27/2025 3:34,F9B5B1092‑1,"Cape Canaveral,Slc‑40",Starlink:Group 12-13(21 Satellites),16500,Leo,Spacex,Success,Success,TRUE,2025,2,27,3,Falcon 9,FALSE,0.1375,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,248,Internal,1,1,28.562,-80.5772
444,3/3/2025 2:24,F9B5B1086‑5,"Cape Canaveral,Slc‑40",Starlink:Group 12-20(21 Satellites),16500,Leo,Spacex,Success,Failure,TRUE,2025,3,3,2,Falcon 9,FALSE,3.9513888,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,249,Internal,1,1,28.562,-80.5772
445,3/12/2025 3:10,F9B5B1088‑3,"Vandenberg,Slc‑4E",Spherexpunch,758,Sso,Nasa,Success,Success,TRUE,2025,3,12,3,Falcon 9,FALSE,9.031944,FALSE,0,V_SLC4E,Light,FALSE,Low_Earth,TRUE,250,Commercial,1,1,34.632,-120.6108
446,3/13/2025 2:35,F9B5B1069‑22,"Cape Canaveral,Slc‑40",Starlink:Group 12-21,16500,Leo,Spacex,Success,Success,TRUE,2025,3,13,2,Falcon 9,FALSE,0.9756944,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,251,Internal,1,1,28.562,-80.5772
447,3/14/2025 23:03,F9B5B1090‑2,"Kennedy,Lc‑39A",Crew-10(Crew Dragon C210.4Endurance),13000,Leo(Iss),Nasa(Ccp),Success,Success,TRUE,2025,3,14,23,Falcon 9,FALSE,1.8527777,FALSE,0,K_LC39A,Medium,TRUE,Low_Earth,TRUE,252,Government,1,1,28.6082,-80.6041
448,3/15/2025 6:43,F9B5B1081‑13,"Vandenberg,Slc‑4E",Transporter-13(74 Payload Smallsat Rideshare),16300,Sso,Various,Success,Success,TRUE,2025,3,15,6,Falcon 9,FALSE,0.31944445,FALSE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,253,Commercial,1,1,34.632,-120.6108
449,3/15/2025 11:35,F9B5B1078‑18,"Cape Canaveral,Slc‑40",Starlink:Group 12-16,17100,Leo,Spacex,Success,Success,TRUE,2025,3,15,11,Falcon 9,FALSE,0.20277777,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,254,Internal,1,1,28.562,-80.5772
450,3/18/2025 19:57,F9B5B1077‑19,"Cape Canaveral,Slc‑40",Starlink:Group 12-25,17100,Leo,Spacex,Success,Success,TRUE,2025,3,18,19,Falcon 9,FALSE,3.348611,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,255,Internal,1,1,28.562,-80.5772
451,3/21/2025 6:49,F9B5B1088‑4,"Vandenberg,Slc‑4E",Nrol-57(~11Starshieldsatellites),16300,Leo,Nro,Success,Success,TRUE,2025,3,21,6,Falcon 9,FALSE,2.4527779,FALSE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,256,Government,1,1,34.632,-120.6108
452,3/24/2025 17:48,F9B5B1092‑2,"Cape Canaveral,Slc‑40",Nrol-69,16300,Leo,Ussf,Success,Success,TRUE,2025,3,24,17,Falcon 9,FALSE,3.457639,FALSE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,257,Government,1,1,28.562,-80.5772
453,3/26/2025 22:11,F9B5B1063‑24,"Vandenberg,Slc‑4E",Starlink:Group 11-7,15500,Leo,Spacex,Success,Success,TRUE,2025,3,26,22,Falcon 9,FALSE,2.182639,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,258,Internal,1,1,34.632,-120.6108
454,3/31/2025 19:52,F9B5B1080‑17,"Cape Canaveral,Slc‑40",Starlink:Group 6-80,16100,Leo,Spacex,Success,Success,TRUE,2025,3,31,19,Falcon 9,FALSE,4.9034724,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,FALSE,259,Internal,1,1,28.562,-80.5772
455,4/1/2025 1:46,F9B5B1085‑6,"Kennedy,Lc‑39A",Fram2(Crew Dragon C207.4Resilience),13000,Polar(Retrograde),Chun Wang,Success,Success,TRUE,2025,4,1,1,Falcon 9,FALSE,0.24583334,FALSE,0,K_LC39A,Medium,TRUE,Low_Earth,TRUE,260,Commercial,1,1,28.6082,-80.6041
456,4/4/2025 1:02,F9B5B1088‑5,"Vandenberg,Slc‑4E",Starlink:Group 11-13,15500,Leo,Spacex,Success,Success,TRUE,2025,4,4,1,Falcon 9,FALSE,2.9694445,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,261,Internal,1,1,34.632,-120.6108
457,4/6/2025 3:07,F9B5B1078‑19,"Cape Canaveral,Slc‑40",Starlink:Group 6-72,16100,Leo,Spacex,Success,Success,TRUE,2025,4,6,3,Falcon 9,FALSE,2.0868056,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,262,Internal,1,1,28.562,-80.5772
458,4/7/2025 23:06,F9B5B1093‑1,"Vandenberg,Slc‑4E",Starlink:Group 11-11,15500,Leo,Spacex,Success,Success,TRUE,2025,4,7,23,Falcon 9,FALSE,1.8326389,TRUE,0,V_SLC4E,Heavy,FALSE,Low_Earth,FALSE,263,Internal,1,1,34.632,-120.6108
459,4/12/2025 12:25,F9B5B1071‑24,"Vandenberg,Slc‑4E",Nrol-192(22Starshieldsatellites),16300,Leo,Nro,Success,Success,TRUE,2025,4,12,12,Falcon 9,FALSE,4.554861,FALSE,0,V_SLC4E,Heavy,FALSE,Low_Earth,TRUE,264,Government,1,1,34.632,-120.6108
460,4/13/2025 0:53,F9B5B1083‑10,"Kennedy,Lc‑39A",Starlink:Group 12-17,16500,Leo,Spacex,Success,Success,TRUE,2025,4,13,0,Falcon 9,FALSE,0.51944447,TRUE,0,K_LC39A,Heavy,FALSE,Low_Earth,TRUE,265,Internal,1,1,28.6082,-80.6041
461,4/14/2025 4:00,F9B5B1067‑27,"Cape Canaveral,Slc‑40",Starlink:Group 6-73,15500,Leo,Spacex,Success,Success,TRUE,2025,4,14,4,Falcon 9,FALSE,1.1298611,TRUE,0,CC_SLC40,Heavy,FALSE,Low_Earth,TRUE,266,Internal,1,1,28.562,-80.5772
